category	arm	class	purity_bin	depth_regime	count	min_required	meets_minimum	scope_status	scope_reason
VARIANT_LOSS	CORE_HR	Benign	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	HIGH	LOW	68	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	HIGH	MID	56	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	HIGH	HIGH	67	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
AMBIGUOUS	CORE_HR	Benign	LOW	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	LOW	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	LOW	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	LOW	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	CORE_HR	Benign	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	MID	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	MID	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	MID	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	MID	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	CORE_HR	Benign	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	HIGH	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	HIGH	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	HIGH	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	CORE_HR	Benign	HIGH	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	CORE_HR	Benign	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	LOW	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	LOW	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	LOW	HIGH	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	LOW	NOT_EVALUABLE_REGIME	8	8	True	IN_SCOPE	
NOT_EVALUABLE	CORE_HR	Benign	MID	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	MID	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	MID	HIGH	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	MID	NOT_EVALUABLE_REGIME	8	8	True	IN_SCOPE	
NOT_EVALUABLE	CORE_HR	Benign	HIGH	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	HIGH	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	HIGH	HIGH	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	CORE_HR	Benign	HIGH	NOT_EVALUABLE_REGIME	8	8	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	LOW	LOW	52	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	LOW	MID	48	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	LOW	HIGH	46	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
RETENTION	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
RETENTION	DDR_SIGNALING	Pathogenic	MID	LOW	61	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	MID	MID	53	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	MID	HIGH	49	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
RETENTION	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
RETENTION	DDR_SIGNALING	Pathogenic	HIGH	LOW	58	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	HIGH	MID	61	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	HIGH	HIGH	62	5	True	IN_SCOPE	
RETENTION	DDR_SIGNALING	Pathogenic	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
RETENTION	DDR_SIGNALING	Pathogenic	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	RETENTION is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	LOW	39	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	MID	43	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	HIGH	39	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	MID	LOW	29	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	MID	MID	39	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	MID	HIGH	35	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	LOW	37	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	MID	30	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	HIGH	47	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	LOW	71	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	MID	76	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	HIGH	75	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	MID	LOW	71	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	MID	MID	67	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	MID	HIGH	79	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	LOW	69	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	MID	81	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	HIGH	54	5	True	IN_SCOPE	
WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	LOW	LOW	38	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	LOW	MID	33	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	LOW	HIGH	40	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	MID	LOW	39	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	MID	MID	41	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	MID	HIGH	37	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	LOW	36	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	MID	28	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	HIGH	37	5	True	IN_SCOPE	
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	DDR_SIGNALING	Pathogenic	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
AMBIGUOUS	DDR_SIGNALING	Pathogenic	LOW	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	LOW	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	LOW	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	MID	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	MID	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	MID	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	HIGH	LOW	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	HIGH	MID	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	HIGH	HIGH	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
AMBIGUOUS	DDR_SIGNALING	Pathogenic	HIGH	AMBIGUOUS_REGIME	8	8	True	IN_SCOPE	
AMBIGUOUS	DDR_SIGNALING	Pathogenic	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	AMBIGUOUS is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	LOW	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	LOW	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	LOW	HIGH	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	LOW	NOT_EVALUABLE_REGIME	8	8	True	IN_SCOPE	
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	MID	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	MID	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	MID	HIGH	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	MID	NOT_EVALUABLE_REGIME	8	8	True	IN_SCOPE	
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	HIGH	LOW	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
NOT_EVALUABLE	DDR_SIGNALING	Pathogenic	HIGH	MID	0			OUT_OF_SCOPE	NOT_EVALUABLE is defined only in its own depth regime by construction (AMBIGUOUS: near-floor depth (20, 35); NOT_EVALUABLE: sub-floor depth (4, 19)); it has no representation in the evaluable-depth grid bins by design, not by omission
